n,positives,negatives,tp,tn,fp,fn,sensitivity,specificity,balanced_accuracy,MCC,accuracy,positive_predictive_value,negative_predictive_value,replicate
23,7,16,5,0,16,2,0.7142857142857143,0.0,0.35714285714285715,-0.46656947481584343,0.21739130434782608,0.23809523809523808,0.0,9432
31,8,23,8,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.15488061853247326,0.3225806451612903,0.27586206896551724,1.0,9433
24,9,15,8,0,15,1,0.8888888888888888,0.0,0.4444444444444444,-0.26919095102908275,0.3333333333333333,0.34782608695652173,0.0,9434
21,9,12,7,2,10,2,0.7777777777777778,0.16666666666666666,0.4722222222222222,-0.0700140042014005,0.42857142857142855,0.4117647058823529,0.5,9435
43,9,34,7,4,30,2,0.7777777777777778,0.11764705882352941,0.4477124183006536,-0.12277580147096823,0.2558139534883721,0.1891891891891892,0.6666666666666666,9436
23,9,14,7,0,14,2,0.7777777777777778,0.0,0.3888888888888889,-0.3849001794597505,0.30434782608695654,0.3333333333333333,0.0,9437
40,10,30,10,6,24,0,1.0,0.2,0.6,0.24253562503633297,0.4,0.29411764705882354,1.0,9438
37,10,27,9,2,25,1,0.9,0.07407407407407407,0.48703703703703705,-0.042180922353627595,0.2972972972972973,0.2647058823529412,0.6666666666666666,9439
23,12,11,10,2,9,2,0.8333333333333334,0.18181818181818182,0.5075757575757576,0.01996807659577179,0.5217391304347826,0.5263157894736842,0.5,9440
21,9,12,8,2,10,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.07856742013183861,0.47619047619047616,0.4444444444444444,0.6666666666666666,9441
23,10,13,9,0,13,1,0.9,0.0,0.45,-0.24308621740219885,0.391304347826087,0.4090909090909091,0.0,9442
31,10,21,9,4,17,1,0.9,0.19047619047619047,0.5452380952380953,0.11499323120707247,0.41935483870967744,0.34615384615384615,0.8,9443
37,10,27,9,4,23,1,0.9,0.14814814814814814,0.5240740740740741,0.06254627916220945,0.35135135135135137,0.28125,0.8,9444
22,9,13,6,2,11,3,0.6666666666666666,0.15384615384615385,0.41025641025641024,-0.21057989315866538,0.36363636363636365,0.35294117647058826,0.4,9445
38,9,29,9,4,25,0,1.0,0.13793103448275862,0.5689655172413793,0.1910789265895446,0.34210526315789475,0.2647058823529412,1.0,9446
29,11,18,10,4,14,1,0.9090909090909091,0.2222222222222222,0.5656565656565656,0.16867477123499666,0.4827586206896552,0.4166666666666667,0.8,9447
34,9,25,7,4,21,2,0.7777777777777778,0.16,0.4688888888888889,-0.07200822998230956,0.3235294117647059,0.25,0.6666666666666666,9448
45,11,34,11,6,28,0,1.0,0.17647058823529413,0.5882352941176471,0.22310032643658012,0.37777777777777777,0.28205128205128205,1.0,9449
38,9,29,8,6,23,1,0.8888888888888888,0.20689655172413793,0.5478927203065134,0.1050485078938172,0.3684210526315789,0.25806451612903225,0.8571428571428571,9450
38,7,31,6,6,25,1,0.8571428571428571,0.1935483870967742,0.5253456221198156,0.05069124423963134,0.3157894736842105,0.1935483870967742,0.8571428571428571,9451
29,7,22,7,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.15352206215727945,0.3103448275862069,0.25925925925925924,1.0,9452
24,7,17,7,0,17,0,1.0,0.0,0.5,,0.2916666666666667,0.2916666666666667,,9453
37,8,29,7,2,27,1,0.875,0.06896551724137931,0.47198275862068967,-0.08450828221750586,0.24324324324324326,0.20588235294117646,0.6666666666666666,9454
25,10,15,8,0,15,2,0.8,0.0,0.4,-0.36115755925730764,0.32,0.34782608695652173,0.0,9455
28,10,18,8,2,16,2,0.8,0.1111111111111111,0.4555555555555556,-0.12171612389003691,0.35714285714285715,0.3333333333333333,0.5,9456
26,7,19,6,2,17,1,0.8571428571428571,0.10526315789473684,0.48120300751879697,-0.052193886700168265,0.3076923076923077,0.2608695652173913,0.6666666666666666,9457
48,9,39,9,4,35,0,1.0,0.10256410256410256,0.5512820512820513,0.14484136487558028,0.2708333333333333,0.20454545454545456,1.0,9458
37,9,28,8,2,26,1,0.8888888888888888,0.07142857142857142,0.4801587301587301,-0.06237343238042665,0.2702702702702703,0.23529411764705882,0.6666666666666666,9459
29,10,19,9,2,17,1,0.9,0.10526315789473684,0.5026315789473684,0.00821440096816907,0.3793103448275862,0.34615384615384615,0.6666666666666666,9460
25,10,15,10,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.24077170617153842,0.48,0.43478260869565216,1.0,9461
32,8,24,6,2,22,2,0.75,0.08333333333333333,0.4166666666666667,-0.2182178902359924,0.25,0.21428571428571427,0.5,9462
29,7,22,6,2,20,1,0.8571428571428571,0.09090909090909091,0.474025974025974,-0.07299318686018119,0.27586206896551724,0.23076923076923078,0.6666666666666666,9463
24,7,17,6,0,17,1,0.8571428571428571,0.0,0.42857142857142855,-0.32494624495722557,0.25,0.2608695652173913,0.0,9464
29,8,21,7,0,21,1,0.875,0.0,0.4375,-0.30618621784789724,0.2413793103448276,0.25,0.0,9465
24,6,18,4,0,18,2,0.6666666666666666,0.0,0.3333333333333333,-0.5222329678670935,0.16666666666666666,0.18181818181818182,0.0,9466
31,8,23,6,0,23,2,0.75,0.0,0.375,-0.44528177828086063,0.1935483870967742,0.20689655172413793,0.0,9467
26,11,15,10,0,15,1,0.9090909090909091,0.0,0.45454545454545453,-0.23354968324845687,0.38461538461538464,0.4,0.0,9468
21,9,12,8,0,12,1,0.8888888888888888,0.0,0.4444444444444444,-0.25819888974716115,0.38095238095238093,0.4,0.0,9469
19,8,11,5,0,11,3,0.625,0.0,0.3125,-0.5077524002897474,0.2631578947368421,0.3125,0.0,9470
34,10,24,9,0,24,1,0.9,0.0,0.45,-0.26967994498529685,0.2647058823529412,0.2727272727272727,0.0,9471
18,12,6,11,0,6,1,0.9166666666666666,0.0,0.4583333333333333,-0.17149858514250885,0.6111111111111112,0.6470588235294118,0.0,9472
22,10,12,10,0,12,0,1.0,0.0,0.5,,0.45454545454545453,0.45454545454545453,,9473
31,7,24,7,4,20,0,1.0,0.16666666666666666,0.5833333333333334,0.20786985482077452,0.3548387096774194,0.25925925925925924,1.0,9474
20,5,15,5,0,15,0,1.0,0.0,0.5,,0.25,0.25,,9475
18,8,10,8,0,10,0,1.0,0.0,0.5,,0.4444444444444444,0.4444444444444444,,9476
16,13,3,11,0,3,2,0.8461538461538461,0.0,0.4230769230769231,-0.18156825980064073,0.6875,0.7857142857142857,0.0,9477
24,6,18,3,2,16,3,0.5,0.1111111111111111,0.3055555555555556,-0.4146442144313646,0.20833333333333334,0.15789473684210525,0.4,9478
35,8,27,8,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.1340050420345616,0.2857142857142857,0.24242424242424243,1.0,9479
13,10,3,10,0,3,0,1.0,0.0,0.5,,0.7692307692307693,0.7692307692307693,,9480
27,10,17,8,0,17,2,0.8,0.0,0.4,-0.3687817782917155,0.2962962962962963,0.32,0.0,9481
37,8,29,7,4,25,1,0.875,0.13793103448275862,0.5064655172413793,0.015571027472576243,0.2972972972972973,0.21875,0.8,9482
32,9,23,5,4,19,4,0.5555555555555556,0.17391304347826086,0.3647342995169082,-0.2809003238667948,0.28125,0.20833333333333334,0.5,9483
36,10,26,9,4,22,1,0.9,0.15384615384615385,0.5269230769230769,0.06973896739414051,0.3611111111111111,0.2903225806451613,0.8,9484
44,10,34,8,6,28,2,0.8,0.17647058823529413,0.4882352941176471,-0.025565499628245683,0.3181818181818182,0.2222222222222222,0.75,9485
18,6,12,5,0,12,1,0.8333333333333334,0.0,0.4166666666666667,-0.3429971702850177,0.2777777777777778,0.29411764705882354,0.0,9486
37,8,29,7,6,23,1,0.875,0.20689655172413793,0.540948275862069,0.08607954468476404,0.35135135135135137,0.23333333333333334,0.8571428571428571,9487
15,10,5,8,0,5,2,0.8,0.0,0.4,-0.2773500981126146,0.5333333333333333,0.6153846153846154,0.0,9488
29,10,19,9,2,17,1,0.9,0.10526315789473684,0.5026315789473684,0.00821440096816907,0.3793103448275862,0.34615384615384615,0.6666666666666666,9489
23,7,16,5,0,16,2,0.7142857142857143,0.0,0.35714285714285715,-0.46656947481584343,0.21739130434782608,0.23809523809523808,0.0,9490
47,12,35,12,2,33,0,1.0,0.05714285714285714,0.5285714285714286,0.12344267996967352,0.2978723404255319,0.26666666666666666,1.0,9491
22,11,11,9,0,11,2,0.8181818181818182,0.0,0.4090909090909091,-0.31622776601683794,0.4090909090909091,0.45,0.0,9492
21,7,14,4,2,12,3,0.5714285714285714,0.14285714285714285,0.3571428571428571,-0.31622776601683794,0.2857142857142857,0.25,0.4,9493
23,7,16,5,0,16,2,0.7142857142857143,0.0,0.35714285714285715,-0.46656947481584343,0.21739130434782608,0.23809523809523808,0.0,9494
42,11,31,10,8,23,1,0.9090909090909091,0.25806451612903225,0.5835777126099706,0.17910983818070983,0.42857142857142855,0.30303030303030304,0.8888888888888888,9495
23,5,18,4,2,16,1,0.8,0.1111111111111111,0.4555555555555556,-0.10886621079036346,0.2608695652173913,0.2,0.6666666666666666,9496
28,8,20,6,0,20,2,0.75,0.0,0.375,-0.43852900965351466,0.21428571428571427,0.23076923076923078,0.0,9497
40,9,31,8,6,25,1,0.8888888888888888,0.1935483870967742,0.5412186379928315,0.0905982365507463,0.35,0.24242424242424243,0.8571428571428571,9498
18,8,10,8,0,10,0,1.0,0.0,0.5,,0.4444444444444444,0.4444444444444444,,9499
17,7,10,7,0,10,0,1.0,0.0,0.5,,0.4117647058823529,0.4117647058823529,,9500
19,10,9,10,0,9,0,1.0,0.0,0.5,,0.5263157894736842,0.5263157894736842,,9501
22,8,14,4,2,12,4,0.5,0.14285714285714285,0.3214285714285714,-0.38575837490522974,0.2727272727272727,0.25,0.3333333333333333,9502
31,8,23,8,0,23,0,1.0,0.0,0.5,,0.25806451612903225,0.25806451612903225,,9503
34,8,26,8,0,26,0,1.0,0.0,0.5,,0.23529411764705882,0.23529411764705882,,9504
41,10,31,9,6,25,1,0.9,0.1935483870967742,0.5467741935483871,0.10676494298039474,0.36585365853658536,0.2647058823529412,0.8571428571428571,9505
26,8,18,7,4,14,1,0.875,0.2222222222222222,0.5486111111111112,0.1138550085106622,0.4230769230769231,0.3333333333333333,0.8,9506
44,11,33,9,2,31,2,0.8181818181818182,0.06060606060606061,0.43939393939393945,-0.18257418583505536,0.25,0.225,0.5,9507
25,10,15,10,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.24077170617153842,0.48,0.43478260869565216,1.0,9508
29,9,20,8,0,20,1,0.8888888888888888,0.0,0.4444444444444444,-0.2817180849095055,0.27586206896551724,0.2857142857142857,0.0,9509
17,6,11,5,0,11,1,0.8333333333333334,0.0,0.4166666666666667,-0.338501600193165,0.29411764705882354,0.3125,0.0,9510
20,7,13,6,0,13,1,0.8571428571428571,0.0,0.42857142857142855,-0.3126409456585232,0.3,0.3157894736842105,0.0,9511
39,9,30,8,4,26,1,0.8888888888888888,0.13333333333333333,0.5111111111111111,0.028005601680560196,0.3076923076923077,0.23529411764705882,0.8,9512
35,6,29,6,6,23,0,1.0,0.20689655172413793,0.603448275862069,0.20689655172413793,0.34285714285714286,0.20689655172413793,1.0,9513
23,9,14,8,0,14,1,0.8888888888888888,0.0,0.4444444444444444,-0.26590801173915524,0.34782608695652173,0.36363636363636365,0.0,9514
22,8,14,8,0,14,0,1.0,0.0,0.5,,0.36363636363636365,0.36363636363636365,,9515
40,9,31,9,6,25,0,1.0,0.1935483870967742,0.5967741935483871,0.2263479546725356,0.375,0.2647058823529412,1.0,9516
26,9,17,8,2,15,1,0.8888888888888888,0.11764705882352941,0.5032679738562091,0.009732619374563063,0.38461538461538464,0.34782608695652173,0.6666666666666666,9517
31,9,22,6,2,20,3,0.6666666666666666,0.09090909090909091,0.3787878787878788,-0.2991830368027063,0.25806451612903225,0.23076923076923078,0.4,9518
21,9,12,9,0,12,0,1.0,0.0,0.5,,0.42857142857142855,0.42857142857142855,,9519
24,10,14,9,0,14,1,0.9,0.0,0.45,-0.24671758189758447,0.375,0.391304347826087,0.0,9520
30,10,20,10,0,20,0,1.0,0.0,0.5,,0.3333333333333333,0.3333333333333333,,9521
35,10,25,9,2,23,1,0.9,0.08,0.49,-0.032274861218395144,0.3142857142857143,0.28125,0.6666666666666666,9522
42,9,33,9,4,29,0,1.0,0.12121212121212122,0.5606060606060606,0.1694347484174715,0.30952380952380953,0.23684210526315788,1.0,9523
39,10,29,9,4,25,1,0.9,0.13793103448275862,0.5189655172413793,0.04954150840221495,0.3333333333333333,0.2647058823529412,0.8,9524
15,10,5,9,0,5,1,0.9,0.0,0.45,-0.18898223650461363,0.6,0.6428571428571429,0.0,9525
39,9,30,9,4,26,0,1.0,0.13333333333333333,0.5666666666666667,0.1851640199545103,0.3333333333333333,0.2571428571428571,1.0,9526
21,9,12,8,0,12,1,0.8888888888888888,0.0,0.4444444444444444,-0.25819888974716115,0.38095238095238093,0.4,0.0,9527
24,8,16,8,2,14,0,1.0,0.125,0.5625,0.21320071635561041,0.4166666666666667,0.36363636363636365,1.0,9528
19,9,10,7,0,10,2,0.7777777777777778,0.0,0.3888888888888889,-0.3615507630310936,0.3684210526315789,0.4117647058823529,0.0,9529
25,11,14,8,0,14,3,0.7272727272727273,0.0,0.36363636363636365,-0.4165977904505309,0.32,0.36363636363636365,0.0,9530
37,10,27,10,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.14547859349066158,0.32432432432432434,0.2857142857142857,1.0,9531
35,12,23,9,4,19,3,0.75,0.17391304347826086,0.46195652173913043,-0.0902893898143269,0.37142857142857144,0.32142857142857145,0.5714285714285714,9532
21,11,10,8,0,10,3,0.7272727272727273,0.0,0.36363636363636365,-0.3892494720807615,0.38095238095238093,0.4444444444444444,0.0,9533
31,10,21,10,4,17,0,1.0,0.19047619047619047,0.5952380952380952,0.2656063576298653,0.45161290322580644,0.37037037037037035,1.0,9534
17,7,10,7,0,10,0,1.0,0.0,0.5,,0.4117647058823529,0.4117647058823529,,9535
28,12,16,12,4,12,0,1.0,0.25,0.625,0.3535533905932738,0.5714285714285714,0.5,1.0,9536
40,12,28,12,2,26,0,1.0,0.07142857142857142,0.5357142857142857,0.15018785229652767,0.35,0.3157894736842105,1.0,9537
46,8,38,8,4,34,0,1.0,0.10526315789473684,0.5526315789473684,0.14159846508095772,0.2608695652173913,0.19047619047619047,1.0,9538
36,9,27,8,2,25,1,0.8888888888888888,0.07407407407407407,0.48148148148148145,-0.058025885318565944,0.2777777777777778,0.24242424242424243,0.6666666666666666,9539
26,9,17,9,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21004201260420147,0.4230769230769231,0.375,1.0,9540
32,8,24,7,0,24,1,0.875,0.0,0.4375,-0.3110855084191276,0.21875,0.22580645161290322,0.0,9541
30,10,20,8,0,20,2,0.8,0.0,0.4,-0.37796447300922725,0.26666666666666666,0.2857142857142857,0.0,9542
19,9,10,8,0,10,1,0.8888888888888888,0.0,0.4444444444444444,-0.24845199749997662,0.42105263157894735,0.4444444444444444,0.0,9543
29,8,21,6,0,21,2,0.75,0.0,0.375,-0.44095855184409843,0.20689655172413793,0.2222222222222222,0.0,9544
36,10,26,9,4,22,1,0.9,0.15384615384615385,0.5269230769230769,0.06973896739414051,0.3611111111111111,0.2903225806451613,0.8,9545
25,10,15,8,2,13,2,0.8,0.13333333333333333,0.4666666666666667,-0.0890870806374748,0.4,0.38095238095238093,0.5,9546
28,9,19,8,2,17,1,0.8888888888888888,0.10526315789473684,0.49707602339181284,-0.00883021571376696,0.35714285714285715,0.32,0.6666666666666666,9547
41,10,31,10,4,27,0,1.0,0.12903225806451613,0.564516129032258,0.1867447007566213,0.34146341463414637,0.2702702702702703,1.0,9548
36,8,28,7,2,26,1,0.875,0.07142857142857142,0.4732142857142857,-0.08058229640253803,0.25,0.21212121212121213,0.6666666666666666,9549
36,12,24,12,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.17149858514250885,0.3888888888888889,0.35294117647058826,1.0,9550
27,11,16,11,0,16,0,1.0,0.0,0.5,,0.4074074074074074,0.4074074074074074,,9551
43,9,34,8,2,32,1,0.8888888888888888,0.058823529411764705,0.4738562091503268,-0.08349657214468659,0.23255813953488372,0.2,0.6666666666666666,9552
28,10,18,9,4,14,1,0.9,0.2222222222222222,0.5611111111111111,0.15291057030852148,0.4642857142857143,0.391304347826087,0.8,9553
29,12,17,10,0,17,2,0.8333333333333334,0.0,0.4166666666666667,-0.32394177193585,0.3448275862068966,0.37037037037037035,0.0,9554
33,9,24,7,2,22,2,0.7777777777777778,0.08333333333333333,0.4305555555555556,-0.18952451089472586,0.2727272727272727,0.2413793103448276,0.5,9555
20,9,11,8,0,11,1,0.8888888888888888,0.0,0.4444444444444444,-0.25362863675089403,0.4,0.42105263157894735,0.0,9556
32,9,23,9,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.16151457061744964,0.34375,0.3,1.0,9557
25,9,16,5,0,16,4,0.5555555555555556,0.0,0.2777777777777778,-0.5819143739626463,0.2,0.23809523809523808,0.0,9558
25,10,15,9,2,13,1,0.9,0.13333333333333333,0.5166666666666667,0.050251890762960605,0.44,0.4090909090909091,0.6666666666666666,9559
35,9,26,9,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.21134098610290408,0.37142857142857144,0.2903225806451613,1.0,9560
31,10,21,10,0,21,0,1.0,0.0,0.5,,0.3225806451612903,0.3225806451612903,,9561
26,10,16,7,0,16,3,0.7,0.0,0.35,-0.45683219257612856,0.2692307692307692,0.30434782608695654,0.0,9562
29,8,21,6,2,19,2,0.75,0.09523809523809523,0.4226190476190476,-0.2005943549507195,0.27586206896551724,0.24,0.5,9563
43,11,32,11,2,30,0,1.0,0.0625,0.53125,0.12949244257070305,0.3023255813953488,0.2682926829268293,1.0,9564
22,8,14,8,0,14,0,1.0,0.0,0.5,,0.36363636363636365,0.36363636363636365,,9565
25,9,16,6,2,14,3,0.6666666666666666,0.125,0.3958333333333333,-0.25,0.32,0.3,0.4,9566
30,8,22,8,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16116459280507606,0.3333333333333333,0.2857142857142857,1.0,9567
28,9,19,8,0,19,1,0.8888888888888888,0.0,0.4444444444444444,-0.27962349760262034,0.2857142857142857,0.2962962962962963,0.0,9568
33,12,21,11,4,17,1,0.9166666666666666,0.19047619047619047,0.5535714285714286,0.14374722712498647,0.45454545454545453,0.39285714285714285,0.8,9569
54,8,46,7,6,40,1,0.875,0.13043478260869565,0.5027173913043478,0.005747885885273432,0.24074074074074073,0.14893617021276595,0.8571428571428571,9570
36,11,25,10,2,23,1,0.9090909090909091,0.08,0.4945454545454545,-0.01818181818181818,0.3333333333333333,0.30303030303030304,0.6666666666666666,9571
28,11,17,10,0,17,1,0.9090909090909091,0.0,0.45454545454545453,-0.23924685418842448,0.35714285714285715,0.37037037037037035,0.0,9572
37,8,29,7,0,29,1,0.875,0.0,0.4375,-0.31732387941099616,0.1891891891891892,0.19444444444444445,0.0,9573
28,6,22,6,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.14484136487558028,0.2857142857142857,0.23076923076923078,1.0,9574
26,10,16,9,2,14,1,0.9,0.125,0.5125,0.03806934938134405,0.4230769230769231,0.391304347826087,0.6666666666666666,9575
28,11,17,10,2,15,1,0.9090909090909091,0.11764705882352941,0.5133689839572192,0.04222003309207491,0.42857142857142855,0.4,0.6666666666666666,9576
22,9,13,8,0,13,1,0.8888888888888888,0.0,0.4444444444444444,-0.26226526415648105,0.36363636363636365,0.38095238095238093,0.0,9577
31,10,21,10,2,19,0,1.0,0.09523809523809523,0.5476190476190477,0.18122009407318745,0.3870967741935484,0.3448275862068966,1.0,9578
21,12,9,12,0,9,0,1.0,0.0,0.5,,0.5714285714285714,0.5714285714285714,,9579
21,9,12,8,0,12,1,0.8888888888888888,0.0,0.4444444444444444,-0.25819888974716115,0.38095238095238093,0.4,0.0,9580
40,7,33,7,4,29,0,1.0,0.12121212121212122,0.5606060606060606,0.15352206215727945,0.275,0.19444444444444445,1.0,9581
25,7,18,5,2,16,2,0.7142857142857143,0.1111111111111111,0.4126984126984127,-0.21384434262392824,0.28,0.23809523809523808,0.5,9582
47,8,39,8,2,37,0,1.0,0.05128205128205128,0.5256410256410257,0.09548198320525772,0.2127659574468085,0.17777777777777778,1.0,9583
37,11,26,10,2,24,1,0.9090909090909091,0.07692307692307693,0.493006993006993,-0.023419460640809617,0.32432432432432434,0.29411764705882354,0.6666666666666666,9584
23,9,14,6,0,14,3,0.6666666666666666,0.0,0.3333333333333333,-0.48304589153964794,0.2608695652173913,0.3,0.0,9585
28,9,19,8,2,17,1,0.8888888888888888,0.10526315789473684,0.49707602339181284,-0.00883021571376696,0.35714285714285715,0.32,0.6666666666666666,9586
25,10,15,9,2,13,1,0.9,0.13333333333333333,0.5166666666666667,0.050251890762960605,0.44,0.4090909090909091,0.6666666666666666,9587
40,8,32,8,2,30,0,1.0,0.0625,0.53125,0.11470786693528087,0.25,0.21052631578947367,1.0,9588
32,9,23,7,4,19,2,0.7777777777777778,0.17391304347826086,0.4758454106280193,-0.05564838027451482,0.34375,0.2692307692307692,0.6666666666666666,9589
30,10,20,9,0,20,1,0.9,0.0,0.45,-0.2626128657194451,0.3,0.3103448275862069,0.0,9590
20,8,12,8,0,12,0,1.0,0.0,0.5,,0.4,0.4,,9591
37,9,28,8,2,26,1,0.8888888888888888,0.07142857142857142,0.4801587301587301,-0.06237343238042665,0.2702702702702703,0.23529411764705882,0.6666666666666666,9592
20,9,11,9,0,11,0,1.0,0.0,0.5,,0.45,0.45,,9593
25,9,16,7,0,16,2,0.7777777777777778,0.0,0.3888888888888889,-0.3931785497463924,0.28,0.30434782608695654,0.0,9594
33,8,25,7,2,23,1,0.875,0.08,0.4775,-0.0670820393249937,0.2727272727272727,0.23333333333333334,0.6666666666666666,9595
29,7,22,6,4,18,1,0.8571428571428571,0.18181818181818182,0.5194805194805194,0.044136741475237475,0.3448275862068966,0.25,0.8,9596
38,9,29,8,2,27,1,0.8888888888888888,0.06896551724137931,0.4789272030651341,-0.0664473678268354,0.2631578947368421,0.22857142857142856,0.6666666666666666,9597
18,5,13,5,0,13,0,1.0,0.0,0.5,,0.2777777777777778,0.2777777777777778,,9598
22,9,13,6,0,13,3,0.6666666666666666,0.0,0.3333333333333333,-0.47756693294091923,0.2727272727272727,0.3157894736842105,0.0,9599
15,8,7,8,0,7,0,1.0,0.0,0.5,,0.5333333333333333,0.5333333333333333,,9600
45,11,34,10,0,34,1,0.9090909090909091,0.0,0.45454545454545453,-0.26504326794751365,0.2222222222222222,0.22727272727272727,0.0,9601
32,8,24,6,4,20,2,0.75,0.16666666666666666,0.4583333333333333,-0.09245003270420485,0.3125,0.23076923076923078,0.6666666666666666,9602
36,10,26,10,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.21926450482675733,0.3888888888888889,0.3125,1.0,9603
32,9,23,7,2,21,2,0.7777777777777778,0.08695652173913043,0.43236714975845414,-0.18389242812245682,0.28125,0.25,0.5,9604
37,9,28,7,4,24,2,0.7777777777777778,0.14285714285714285,0.46031746031746035,-0.09237899924561555,0.2972972972972973,0.22580645161290322,0.6666666666666666,9605
